The Ragam,The Song,The Film Name,Video Link
Subhapanthuvarali,Nethirundha Ulagam,Bharani,https://www.youtube.com/watch?v=N0PtrXKz1X0
Subhapanthuvarali,Shiva Karuda,Kochu Kochu Santhoshangal (Malayalam),https://www.youtube.com/watch?v=R-3Xt7wsdCc
Subhapanthuvarali,Thali Enbadhinge,Dhuruva Nakshathiram,https://www.youtube.com/watch?v=7fUljO-O_-A&list=RD7fUljO-O_-A&start_radio=1&pp=ygUqVGhhbGkgRW5iYWRoaW5nZSBmcm9tIERodXJ1dmEgTmFrc2hhdGhpcmFtoAcB
Subhapanthuvarali,Thangachi Thangachi Enge Pora,Kutty,https://www.youtube.com/watch?v=rKVZJD4VnaM
Subhapanthuvarali,Theerthakarai Orathile,Theertha Karaiyinile,https://www.youtube.com/watch?v=5sUb5zKGvz4
Subhapanthuvarali,Urakka Kathudhu Kozhi,Ejamaan,https://www.youtube.com/watch?v=rIcKUVLUAKc
Subhapanthuvarali,Vaa Veliyae Intha,Paadu Nilaavae,https://www.youtube.com/watch?v=WL_N_c4xfts
Subhapanthuvarali,Vaikaraiyil,Payanangalmudivathillai,https://www.youtube.com/watch?v=IE38kTdx5HY
Sudhadhanyasi,Alli Billi Kallalaa Raave,Chettukinda Pleader (Telugu),https://www.youtube.com/watch?v=zO4xFPVAW0M
Sudhadhanyasi,Anandha Kuyilin Paatu,Kaadhalukku Mariyaadhai,https://www.youtube.com/watch?v=ufdg0fdxn-o
Sudhadhanyasi,Andharangam Yavume,Ayiram Nilave Vaa,https://www.youtube.com/watch?v=RPxX_6XXNyM
Sudhadhanyasi,Ayiram Malargale Malarungal,Niram Maradha Pookal,https://www.youtube.com/watch?v=kaV7qWsh1Oo
Sudhadhanyasi,Balapam Patti,Bobbil Raja (Telugu),https://www.youtube.com/watch?v=R8Ng5HqyO5c
Sudhadhanyasi,Chinna Chinna Mottu Meedhilae,Ninaikka Therindha Manamae,https://www.youtube.com/watch?v=YOHl4cGsBwM&list=RDYOHl4cGsBwM&start_radio=1&pp=ygU9Q2hpbm5hIENoaW5uYSBNb3R0dSBNZWVkaGlsYWUgZnJvbSBOaW5haWtrYSBUaGVyaW5kaGEgTWFuYW1hZaAHAQ%3D%3D
Sudhadhanyasi,Deepangal Pesum,Devadai,https://www.youtube.com/watch?v=ewylFWGSc9A
Sudhadhanyasi,Dhagam Edukira Neram,Enakkaaga Kaathiru,https://www.youtube.com/watch?v=LHy5Y45fAJw
Sudhadhanyasi,Ellorukkum Nalla Kaalam,Marubadiyum,https://www.youtube.com/watch?v=3eO-uAPrKIk
Sudhadhanyasi,Enna Solli Paaduvadho,En Mana Vaanil,https://www.youtube.com/watch?v=vm2iA4QyTYg
Sudhadhanyasi,Ente Pularkaalam,Garjanam (Malayalam),https://www.youtube.com/watch?v=iZiiV-zGrrE
Sudhadhanyasi,Ennoda Ulagam Veru Unnoda Ulagam Veru,Kizhakkum Merkkum,https://www.youtube.com/watch?v=zlSIBtGuhKk
Sudhadhanyasi,Ghallu Ghallu,Swarnakamalam (Telugu),https://www.youtube.com/watch?v=hgGXkfQMfqU
Sudhadhanyasi,Hele Koogilee,Nammura Mandaara Hoove (Kannada),https://www.youtube.com/watch?v=Ifjjvumk4Xs&list=RDIfjjvumk4Xs&start_radio=1&pp=ygUpSGVsZSBLb29naWxlZSBmcm9tIE5hbW11cmEgTWFuZGFhcmEgSG9vdmWgBwE%3D
Sudhadhanyasi,Hey Unnai Thaane,Kaadhal Parisu (superb westernization of the raga),https://www.youtube.com/watch?v=5y87NWfw3vs
Sudhadhanyasi,Ilaya Nadhi Iniya Rathi,Manasellam,https://www.youtube.com/watch?v=8XHwrH9Br58
Sudhadhanyasi,Kaadhal Vanilae,Rasayya,https://www.youtube.com/watch?v=_8rGNDSxHwQ
Sudhadhanyasi,Kaalai Nera Kaatre,Bhagawathipuram Railway Gate,https://www.youtube.com/watch?v=aWdK_4eZYBk
Sudhadhanyasi,Kaalaiyil Ketadhu Koyil Mani,Senthamizh Paatu,https://www.youtube.com/watch?v=DITdeM1QRP4
Sudhadhanyasi,Kala Kalakkum Maniyosai,Eeramana Rojave,https://www.youtube.com/watch?v=KTsRu2o1EPs
Sudhadhanyasi,Kallai Irundhaen Silaiyai Yen Vadithai,Uliyin Osai,https://www.youtube.com/watch?v=Rn68xMeaGiI&list=RDRn68xMeaGiI&start_radio=1&pp=ygU3S2FsbGFpIElydW5kaGFlbiBTaWxhaXlhaSBZZW4gVmFkaXRoYWkgZnJvbSBVbGl5aW4gT3NhaaAHAQ%3D%3D
Sudhadhanyasi,Kalikonda Chamundi,Pachakuthira,https://www.youtube.com/watch?v=PJ5cBAWuIwI
Sudhadhanyasi,Kanindhu Varum Neram,"Alai Osai (vintage raja stuff, ignore the mukkal-munagals)",https://www.youtube.com/watch?v=49lmIr_OdIM&list=RD49lmIr_OdIM&start_radio=1&pp=ygUjS2FuaW5kaHUgVmFydW0gTmVyYW0gZnJvbSBBbGFpIE9zYWmgBwHSBwkJTQoBhyohjO8%3D
Sudhadhanyasi,Kinnerasaami,Sithara (Pallavi Touches Da2 And Ri2) (Telugu),https://www.youtube.com/watch?v=pDu5JndaFps
Sudhadhanyasi,Kola Kiliye Kola Kiliye,Kakkai Chiraginile,https://www.youtube.com/watch?v=uuKmqg3Bmf4
Sudhadhanyasi,Kolusu Konjum Paadham,Chinna Thurai,https://www.youtube.com/watch?v=VW5Y-evvKvM
Sudhadhanyasi,Kotti Kidakudhu,Theertha Karaiyinilae,https://www.youtube.com/watch?v=nYDLbAUIT3o
Sudhadhanyasi,Kuthu Kuthu Gummanguthu,En Mana Vaanil,https://www.youtube.com/watch?v=jxYowxpQ-IU&list=RDjxYowxpQ-IU&start_radio=1&pp=ygUrS3V0aHUgS3V0aHUgR3VtbWFuZ3V0aHUgZnJvbSBFbiBNYW5hIFZhYW5pbKAHAdIHCQlNCgGHKiGM7w%3D%3D
Sudhadhanyasi,Malayil Yaro,Chatrian,https://www.youtube.com/watch?v=PkR5Pda4fXI
Sudhadhanyasi,Malle Hoo Maale,Prema Raaga Haadu Gelathi (Kannada),https://www.youtube.com/watch?v=gMtTA9d6jg4
Sudhadhanyasi,Manasu Mayangum,Sippikul Muthu,https://www.youtube.com/watch?v=WmLY2KHYyQc
Sudhadhanyasi,Naan Kaanum Ulagangal,Kaasi (Uses Ri2),https://www.youtube.com/watch?v=3cFgTPvZm0g&list=RD3cFgTPvZm0g&start_radio=1&pp=ygUgTmFhbiBLYWFudW0gVWxhZ2FuZ2FsIGZyb20gS2Fhc2mgBwE%3D
Sudhadhanyasi,Naan Vanangugiren,Guru,https://www.youtube.com/watch?v=GpOnryBCBPA
Sudhadhanyasi,Nadhaswaram Ketto,Ponmudi Puzhayorathu,https://www.youtube.com/watch?v=pfppKxCrUao
Sudhadhanyasi,Nadhiyoram,Annaiyor Aalayam (Uses Ri2 & Dha2),https://www.youtube.com/watch?v=-iqel-kLaTw&list=RD-iqel-kLaTw&start_radio=1&pp=ygUgTmFkaGl5b3JhbSBmcm9tIEFubmFpeW9yIEFhbGF5YW2gBwE%3D
Sudhadhanyasi,Nanthaan Mapillai,Thodarum,https://www.youtube.com/watch?v=RGg-Qx1rL9U&list=RDRGg-Qx1rL9U&start_radio=1&pp=ygUfTmFudGhhYW4gTWFwaWxsYWkgZnJvbSBUaG9kYXJ1baAHAQ%3D%3D
Sudhadhanyasi,Nenjukkul Poo Manjangal,Saattai Illadha Pamparam,https://www.youtube.com/watch?v=Q4l7T2VD4-c
Sudhadhanyasi,Oh Maane Maane Maane,Vellai Roja (Uses Dha2),https://www.youtube.com/watch?v=5y87NWfw3vs
Sudhadhanyasi,Oru Poongaavanam,Agni Nakshatiram (class written all over it),https://www.youtube.com/watch?v=lBZ95hpocaE&list=RDlBZ95hpocaE&start_radio=1&pp=ygUmT3J1IFBvb25nYWF2YW5hbSBmcm9tIEFnbmkgTmFrc2hhdGlyYW2gBwE%3D
Sudhadhanyasi,Oru Sundari Vandhaalam,Azhaghi,https://www.youtube.com/watch?v=D6IEby06hIo
Sudhadhanyasi,Paadum Neram Idhudhaan,Soorasamhaaram,https://www.youtube.com/watch?v=K6ZP0G8Agho
Sudhadhanyasi,Paaramal Paartha Nenjam,Poonthotta Kavalkaran,https://www.youtube.com/watch?v=Bf3EYTVzTVs
Sudhadhanyasi,Pappampatti Maaman Ponnu,Vaaliban,https://www.youtube.com/watch?v=_E969gx9-uE
Sudhadhanyasi,Poo Kumkumappoo,Rasathanthram (Malayalam),https://www.youtube.com/watch?v=qwZzr3qP5Zs
Sudhadhanyasi,Poo Poo Poo Poopootha Solai,Pudhu Nellu Pudhu Naathu,https://www.youtube.com/watch?v=1E2XUkOHi0U
Sudhadhanyasi,Poomalai Oru Paavai Aaguma,Thangamagan (touches Ni3 of srothaswini),https://www.youtube.com/watch?v=lVWkLsJ2R9Y&list=RDlVWkLsJ2R9Y&start_radio=1&pp=ygUrUG9vbWFsYWkgT3J1IFBhYXZhaSBBYWd1bWEgZnJvbSBUaGFuZ2FtYWdhbqAHAQ%3D%3D
Sudhadhanyasi,Poonthalir Aada,Panneer Pushpangal,https://www.youtube.com/watch?v=H5gVH9IFShU
Sudhadhanyasi,Poo Yeru Konum,Thiruvasagam in symphony (shifts to samudrapriya),https://www.youtube.com/watch?v=H8JUYQeWSbI
Sudhadhanyasi,Pothi Vacha Malligai Mottu,Man Vaasanai,https://www.youtube.com/watch?v=ojjt9rZ0Ra8
Sudhadhanyasi,Punchai Undu Nanchai,Unnal Mudiyum Thambi,https://www.youtube.com/watch?v=Kyv_1k1SMu8
Sudhadhanyasi,Raasaleela Vela,Adithya 369 (Telugu),https://www.youtube.com/watch?v=CAgVQmWtNGQ
Sudhadhanyasi,Ragavane Ramana,Ilamai Kalangal,https://www.youtube.com/watch?v=33cfvEc0mjs
Sudhadhanyasi,Raja Ponnu,Orae Mutham,https://www.youtube.com/watch?v=6wy2sr1OdhE
Sudhadhanyasi,Rukku Rukku Roop Kya,"Friends (Uses Ri1, Pa)",https://www.youtube.com/watch?v=rNb2aPaGvaQ&list=RDrNb2aPaGvaQ&start_radio=1&pp=ygUhUnVra3UgUnVra3UgUm9vcCBLeWEgZnJvbSBGcmllbmRzoAcB
Sudhadhanyasi,Sempoove Poove,Siraichaalai,https://www.youtube.com/watch?v=-GZsS18dxI4
Sudhadhanyasi,Sikkaadha Sittonnu Kayyil Vandha,Sedhu (uses Ri2 and Dha2),https://www.youtube.com/watch?v=Knd4T7xWfZI
Sudhadhanyasi,Siruponmai Asaiyum,Kallukul Eeram,https://www.youtube.com/watch?v=qPPvYrVQJBg
Sudhadhanyasi,Thanka Kina,Friends (Malayalam),https://www.youtube.com/watch?v=rd09CL7tNrw
Sudhadhanyasi,Thavikidhu Thayangudhu,Nadhiyai Thedi Vandha Kadal,https://www.youtube.com/watch?v=fh338eKoHrs
Sudhadhanyasi,Then Aruviyil Nanainthidum,Enakkul Oruvan,https://www.youtube.com/watch?v=JzIkXtw8uq0&list=RDJzIkXtw8uq0&start_radio=1&pp=ygUuVGhlbiBBcnV2aXlpbCBOYW5haW50aGlkdW0gZnJvbSBFbmFra3VsIE9ydXZhbqAHAQ%3D%3D
Sudhadhanyasi,Thena Odum Odakaraiyil,Bharani,https://www.youtube.com/watch?v=jwSDj_bQeTY&list=RDjwSDj_bQeTY&start_radio=1&pp=ygUjVGhlbmEgT2R1bSBPZGFrYXJhaXlpbCBmcm9tIEJoYXJhbmmgBwE%3D
Sudhadhanyasi,Thendral Kaatrum,Bhagawathipuram Railway Gate,https://www.youtube.com/watch?v=hcXO9eoEZAY&list=RDhcXO9eoEZAY&start_radio=1&pp=ygUyVGhlbmRyYWwgS2FhdHJ1bSBmcm9tIEJoYWdhd2F0aGlwdXJhbSBSYWlsd2F5IEdhdGWgBwE%3D
Sudhadhanyasi,Unnai Ethir Parthaen,Vanaja Girija,https://www.youtube.com/watch?v=FbG3ZAoAHGk
Sudhadhanyasi,Vaa Ponmayile,Poonthalir,https://www.youtube.com/watch?v=1Cz_dAgMyxU
Sudhadhanyasi,Vaanin Kaadhal Dhevadhai,Kasthoori Maan,https://www.youtube.com/watch?v=4xgy3fyVbrY&list=RD4xgy3fyVbrY&start_radio=1&pp=ygUsVmFhbmluIEthYWRoYWwgRGhldmFkaGFpIGZyb20gS2FzdGhvb3JpIE1hYW6gBwE%3D
Sudhadhanyasi,Vizhiyil Vizhundu,Alaigal Oiyvathilai,https://www.youtube.com/watch?v=DDFvROvHId8
Sudhadhanyasi,Voyyari Gotharamma,Premnchi Pelladu (Telugu),https://www.youtube.com/watch?v=O3PoBNexENY
Sudhasaveri,Annalakshmi Kann Asacha,Virumaandi,https://www.youtube.com/watch?v=FZX5b7gcGHQ
Sudhasaveri,Dhevadhai Oru Dhevadhai,Pattakathi Bhairavan,https://www.youtube.com/watch?v=Wo3CsfrhaEQ
Sudhasaveri,Jaanaki Kalangadulethu,Rajkumar (Telugu),https://www.youtube.com/watch?v=6FAtql3ZUF0
Sudhasaveri,Kadhal Mayakkam,Pudhumai Penn,https://www.youtube.com/watch?v=Hi7cnZ9Xpkg
Sudhasaveri,Kodamanjin Thaazhvarayil,Kochu Kochu Santhoshangal (Malayalam),https://www.youtube.com/watch?v=OjdeXlDaGcU
Sudhasaveri,Kondapalli,Ninnu Choodaka Nenundalenu (Telugu),https://www.youtube.com/watch?v=LY1n44xC9hQ
Sudhasaveri,Maanada Thenaada,Mudhal Vasantham,https://www.youtube.com/watch?v=UFAZHTzQXx0
Sudhasaveri,Malargalil Aadum,Kalyana Raman,https://www.youtube.com/watch?v=Yi5Awpaileg
Sudhasaveri,Manamagale Manamagale,"Thevar Magan (Durga shades? Anyways, sweet tune)",https://www.youtube.com/watch?v=iIYSpTO3Ev8&pp=ygUnTWFuYW1hZ2FsZSBNYW5hbWFnYWxlIGZyb20gVGhldmFyIE1hZ2Fu
Sudhasaveri,Nattu Vacha Rosa Sedi,Aranmanai Kili (slight arabhi touch too?),https://www.youtube.com/watch?v=llZdAS-ZUAE&list=RDllZdAS-ZUAE&start_radio=1&pp=ygUpTmF0dHUgVmFjaGEgUm9zYSBTZWRpIGZyb20gQXJhbm1hbmFpIEtpbGmgBwE%3D
Sudhasaveri,Radhe En Radhe,Jappanil Kalyanaraman,https://www.youtube.com/watch?v=4SZCaj-mu0Y
Sudhasaveri,Rettai Kiligal,Orae Oru Graamathile,https://www.youtube.com/watch?v=mZAOSWGb-Ik&list=RDmZAOSWGb-Ik&start_radio=1&pp=ygUoUmV0dGFpIEtpbGlnYWwgZnJvbSBPcmFlIE9ydSBHcmFhbWF0aGlsZaAHAQ%3D%3D
Sudhasaveri,Sandiyare Sandiyare,Virumaandi,https://www.youtube.com/watch?v=FZX5b7gcGHQ
Sudhasaveri,Sithagathi Pookkale,Raajakumaran,https://www.youtube.com/watch?v=JOLkPupSEcw
Thilang,Kaatula Thalaiyaatura Siru Aavarampoove,Solla Marandha Kadhai,https://www.youtube.com/watch?v=xvS50p0gPDQ&list=RDxvS50p0gPDQ&start_radio=1&pp=ygVCS2FhdHVsYSBUaGFsYWl5YWF0dXJhIFNpcnUgQWF2YXJhbXBvb3ZlIGZyb20gU29sbGEgTWFyYW5kaGEgS2FkaGFpoAcB
Thilang,Kothamalli Poove,Kalukkul Eeram,https://www.youtube.com/watch?v=u38WQX25KXE
Thilang,Madathile Kanni Madathile,Veera (Mixes traces of Natai/Jog),https://www.youtube.com/watch?v=J7saMa-2PWA&list=RDJ7saMa-2PWA&start_radio=1&pp=ygUkTWFkYXRoaWxlIEthbm5pIE1hZGF0aGlsZSBmcm9tIFZlZXJhoAcB
Thilang,Manathil Urudhi Vendum,Sindhu Bhairavi,https://www.youtube.com/watch?v=8fW35x121og
Thilang,Yezhuvannam Konda Poovu,Konji Pesalam (Trace mix of Ri2/Ga2),https://www.youtube.com/watch?v=o0MrDmNgZsI&list=RDo0MrDmNgZsI&start_radio=1&pp=ygUqWWV6aHV2YW5uYW0gS29uZGEgUG9vdnUgZnJvbSBLb25qaSBQZXNhbGFtoAcB
Thodi,Gangai Karai Mannanadi,Varusham 16,https://www.youtube.com/watch?v=6Jj88Ga6Rj8
Thodi,Nethu Kodutha Vaartha Onnu,Kaadhal Saadhi (Uses Ga3),https://www.youtube.com/watch?v=iGvTk2fzGh8&list=RDiGvTk2fzGh8&start_radio=1&pp=ygUuTmV0aHUgS29kdXRoYSBWYWFydGhhIE9ubnUgZnJvbSBLYWFkaGFsIFNhYWRoaaAHAQ%3D%3D
Vaachaspati,Nikkatuma Pogattuma,Periya Veetu Pannakaran,https://www.youtube.com/watch?v=goQrLSCJank
Vaasanthi,Nallavarkellam Satchigal Rendu,Thyagam,https://www.youtube.com/watch?v=H4bW7pMt31Q
Vaasanthi,Adho Mega Oorvalam,Eeramana Rojave (touches N1),https://www.youtube.com/watch?v=EPQDBGi2cAg
Vaasanthi,Malarae Pesu,Geethanjali (uses G2) / (touches N1),https://www.youtube.com/watch?v=7u6g35hSIWc
Vaasanthi,Paadu Nilave,Udhaya Geetham (touches N1),https://www.youtube.com/watch?v=Jx4Jt1rO8Fs
Vaasanthi,Paruvamae Pudhiya Paadal,Nenjathai Killadhae (touches N1),https://www.youtube.com/watch?v=KVnlpnexivo&list=RDKVnlpnexivo&start_radio=1&pp=ygUxUGFydXZhbWFlIFB1ZGhpeWEgUGFhZGFsIGZyb20gTmVuamF0aGFpIEtpbGxhZGhhZaAHAQ%3D%3D
Vaasanthi,Vaa Vaa Vasandhame,Pudhu Kavidhai (touches N1),https://www.youtube.com/watch?v=cf3S82Nin60&list=RDcf3S82Nin60&start_radio=1&pp=ygUmVmFhIFZhYSBWYXNhbmRoYW1lIGZyb20gUHVkaHUgS2F2aWRoYWmgBwE%3D
Vakulabharanam,Aarum Adhu Aazham Illa,Mudhal Vasantham,https://www.youtube.com/watch?v=qnqMrDy9oro
Vakulabharanam,Aasai Nooru Vagai,Thanikaatu Raja (misses gandharam totally),https://www.youtube.com/watch?v=W3G-Rs2xSis&list=RDW3G-Rs2xSis&start_radio=1&pp=ygUmQWFzYWkgTm9vcnUgVmFnYWkgZnJvbSBUaGFuaWthYXR1IFJhamGgBwE%3D
Vakulabharanam,Amma Naan Pacha Pulla,Pondatti Thevai,https://www.youtube.com/watch?v=n9GYME_Kvf0
Vakulabharanam,Bikshai Paathiram Yendhi Vandhen,Raajavin Ramanamaalai,https://www.youtube.com/watch?v=Bs0Suu_Jx38
Vakulabharanam,Gangai Nadhi Meeno,Niyayam,https://www.youtube.com/watch?v=Y4alf3dJMwY
Vakulabharanam,Kadha Kelu Kadha Kelu,Micheal Madana Kamarajan (in the master's own voice),https://www.youtube.com/watch?v=eglGkAZLfc4
Vakulabharanam,Kinnathil Then Vadithu,Ilamai Oonjalaadugiradhu,https://www.youtube.com/watch?v=bj6pDgFe0xY
Vakulabharanam,Lovvunna Love,Meera,https://www.youtube.com/watch?v=QU2xkx5IHDc
Vakulabharanam,Maada Vilaka,Virumaandi,https://www.youtube.com/watch?v=l3r2HkyNCJg
Vakulabharanam,Mazhai Thuliye,Dhanush,https://www.youtube.com/watch?v=19yFJJ6s2gU
Vakulabharanam,Nethu Rathiri Yamma,Moondram Pirai,https://www.youtube.com/watch?v=40dJBkMyYx8
Vakulabharanam,Oh Oru Thendral Puyalaagi Varudhe,Pudhumai Penn,https://www.youtube.com/watch?v=fjVu_Ny5QE0
Vakulabharanam,Pachondhiye Kelada,Andha Oru Nimidam,https://www.youtube.com/watch?v=-Qsa_1hktDY
Vakulabharanam,Pangunikkappuram Sithiraiye,Vanna Vanna Pookal,https://www.youtube.com/watch?v=9tAJB_VLUPE
Vakulabharanam,Sangili Karuppana,Chandralekha,https://www.youtube.com/watch?v=WACvcvk6TtY
Vakulabharanam,Thai Pongalum Vandhadhu,Mahanadhi (Uses Dha2),https://www.youtube.com/watch?v=XCAWz35ruR8&list=RDXCAWz35ruR8&start_radio=1&pp=ygUmVGhhaSBQb25nYWx1bSBWYW5kaGFkaHUgZnJvbSBNYWhhbmFkaGmgBwE%3D
Vakulabharanam,Thai Thaka Thai Pari Kottudhu Paaraiyya,Andhapuram,https://www.youtube.com/watch?v=5y87NWfw3vs
Vakulabharanam,Thanni Konjam Yeri Irukku,Julee Ganapathy,https://www.youtube.com/watch?v=oUbUo2JGgn8
Vakulabharanam,Vaarthai Thavari Vittai,Sedhu,https://www.youtube.com/watch?v=FzH7G7SzHE4
Vakulabharanam,Velli Kizhamai Thalai Muzhughi,Siva,https://www.youtube.com/watch?v=Knd4T7xWfZI
Vakulabharanam,Vendanna Vidala,Vaaliban,https://www.youtube.com/watch?v=a4P2Mbg9CTI&list=RDa4P2Mbg9CTI&start_radio=1&pp=ygUdVmVuZGFubmEgVmlkYWxhIGZyb20gVmFhbGliYW6gBwE%3D
Vakulabharanam,"Yeh Jinga Jinukkuthan, Intha Unakkuthan",Veetula Visheshanga,https://www.youtube.com/watch?v=DKAdEY13Lqg
Valaji,Siva Poojaku,Swarna Kamalam (Telugu),https://www.youtube.com/watch?v=4htJnHaKI4w
Vasantha,Arjunamantra,Sithara (Ragamalika Towards End) (Telugu),https://www.youtube.com/watch?v=E-PsKlldb70
Vasantha,Maan Kandaen Maan Kandaen,Rajarishi,https://www.youtube.com/watch?v=3_Xs4C16Mow
Vasantha,Nil Nil Nil,Pattu Padava,https://www.youtube.com/watch?v=gatZxZJxpCY
Vijayanagari,Anba Sumandhu Sumandhu,Ponnumani,https://www.youtube.com/watch?v=xzEcbs2pfvQ
Vijayanagari,Vanna Nilave Vaigai,Paadatha Theneekal,https://www.youtube.com/watch?v=a4mqB9x6Ydw
Yadhukula Kambhodhi,Karumbaaley Villa Katti,Vaazhga Valarga (scale changes after 2:00 minutes),https://www.youtube.com/watch?v=Tn8FQFj1Lg0&list=RDTn8FQFj1Lg0&start_radio=1&pp=ygUsS2FydW1iYWFsZXkgVmlsbGEgS2F0dGkgZnJvbSBWYWF6aGdhIFZhbGFyZ2GgBwE%3D
Yadhukula Kambhodhi,Nalla Neram Edha Thotaalum Ponnaagudhu,Uthama Raasa,https://www.youtube.com/watch?v=LsS2BTDMwd4
Yadhukula Kambhodhi,Othaiyila Ninnadhenna,Vanaja Girija,https://www.youtube.com/watch?v=9vgbo4JoL-k
Yaman Kalyani,Oru Vanavil Pole,Kaatrinile Varum Geetham (touches D1/anya swaras),https://www.youtube.com/watch?v=jIV4vVA4HEc
Yaman Kalyani,Thevan Koyil Deepam Onru,Nan Padum Paadal (Charanams touch D1/R1),https://www.youtube.com/watch?v=hrahbwsrksY&list=RDhrahbwsrksY&start_radio=1&pp=ygUuVGhldmFuIEtveWlsIERlZXBhbSBPbnJ1IGZyb20gTmFuIFBhZHVtIFBhYWRhbKAHAQ%3D%3D
Yaman Kalyani,Yaar Veetu Roja,Idhaya Kovil,https://www.youtube.com/watch?v=YtfqA4XPx3k
Yaman Kalyani,Yamunai Attrile,Thalapathi,https://www.youtube.com/watch?v=ZpA8mRQwTFg
