The Ragam,The Song,The Film Name,Video Link
Hamsadhwani,Kalam Maaralam,Vaazhkai (Mixes D1 in charanams !!),https://www.youtube.com/watch?v=Knd4T7xWfZI
Hamsadhwani,Malargale Nadhaswarangal,Kizhakke Pogum Rayil,https://www.youtube.com/watch?v=8A_hKs3f9K8
Hamsadhwani,Mayile Mayile,Kadavul Amaitha Medai,https://www.youtube.com/watch?v=NYBYM-cI2yw
Hamsadhwani,Nilavu Vandhadhu Nilavu Vandhadhu,Endrum Anbudan (just touches M2/D1),https://www.youtube.com/watch?v=G8U_-Is12ZE&pp=ygU1TmlsYXZ1IFZhbmRoYWRodSBOaWxhdnUgVmFuZGhhZGh1IGZyb20gRW5kcnVtIEFuYnVkYW4%3D
Hamsadhwani,Poo Mudithu,En Purushan Thaan Enakku Mattum Thaan,https://www.youtube.com/watch?v=KS02UwTnSz8
Hamsadhwani,Sevvaaname Ponmegame,Nalladhoru Kudumbam,https://www.youtube.com/watch?v=NuVQ8xh2MzA
Hamsadhwani,Sri Ranga Ranga Nadhanin,Mahanadhi (Pallavi touches D2),https://www.youtube.com/watch?v=4NIgHgQmpus
Hamsadhwani,Tharali Raadha,Rudraveena (Telugu),https://www.youtube.com/watch?v=yLAfv2WtvZU
Hamsadhwani,Ther Kondu Sendravan,Enakkul Oruvan,https://www.youtube.com/watch?v=Jnm6PcKflms
Hamsadhwani,Va Va Va Kanna Va,Velaikaaran,https://www.youtube.com/watch?v=KEEq8RUyD6Q
Hamsadhwani,Vaalittezhuthiya,Onnanu Nammal (Malayalam),https://www.youtube.com/watch?v=6VKyrrENWeU
Hamsadhwani,Vellai Thaamarai,Kaatrukkenna Veli,https://www.youtube.com/watch?v=9uMb3PJJeFk
Hamsanadham,Jaga Vandana,Kaliyoonjal (Malayalam),https://www.youtube.com/watch?v=KHTpeKc7fBU
Hamsanadham,Minnaram Manathu,Guru (Malayalam) (a stunner in this raga),https://www.youtube.com/watch?v=kjG9FQPpNwo&list=RDkjG9FQPpNwo&start_radio=1&pp=ygUaTWlubmFyYW0gTWFuYXRodSBmcm9tIEd1cnWgBwE%3D
Hamsanadham,Om Namaha,Geethanjali (Telugu),https://www.youtube.com/watch?v=SxwcqTVWgXI
Hamsanadham,Om Namaha,Idhayathai Thirudathe,https://www.youtube.com/watch?v=NaGAeaRGlfw
Hamsanandhi,Beeso Mungaare,Gulabi (Kannada) [sheer magic of IR teaming up with SPB],https://www.youtube.com/watch?v=Xia-z3vjvPI&list=RDXia-z3vjvPI&start_radio=1&pp=ygUaQmVlc28gTXVuZ2FhcmUgZnJvbSBHdWxhYmmgBwE%3D
Hamsanandhi,Edo Mouna Raagam,Ninnu Choodaka Nenundalenu (Telugu),https://www.youtube.com/watch?v=9dJJ-YbCYVA
Hamsanandhi,Gaana Kuyile Kannurakkam Ponathadi,Pooncholai,https://www.youtube.com/watch?v=Q4r_NfImo6A
Hamsanandhi,Gaanam Aadi Porunne,Sankeerthana (Telugu),https://www.youtube.com/watch?v=4g_-loezMxE
Hamsanandhi,Mallelo Illesa,Anumaanaspadam (Telugu),https://www.youtube.com/watch?v=lxshCXdVTrg&list=RDlxshCXdVTrg&start_radio=1&pp=ygUiTWFsbGVsbyBJbGxlc2EgZnJvbSBBbnVtYWFuYXNwYWRhbaAHAQ%3D%3D
Hamsanandhi,Nee Paadum Paadal Edhu,Engeyo Kaeta Kural,https://www.youtube.com/watch?v=BeahEIoySzk
Hamsanandhi,O Poo Malai,Iniya Uravu Poothadhu,https://www.youtube.com/watch?v=_g2v93Ki0pI
Hamsanandhi,Paavana Guru,Mella Thirandhadhu Kadhavu,https://www.youtube.com/watch?v=OrKkPM1lzk0
Hamsanandhi,Putham Puthu Poo,Thalapathy,https://www.youtube.com/watch?v=IlArQUE4qes
Hamsanandhi,Raathiriyil Poothirukkum,"Thanga Magan (line ""Vaazhaiyilai Neerthelithu"" is vasantha)",https://www.youtube.com/watch?v=dfNvFp30SF4&list=RDdfNvFp30SF4&start_radio=1&pp=ygUqUmFhdGhpcml5aWwgUG9vdGhpcnVra3VtIGZyb20gVGhhbmdhIE1hZ2FuoAcB
Hamsanandhi,Ragadheebam Yetrum,Payanangal Mudivadhilai,https://www.youtube.com/watch?v=Znso4m3RnII
Hamsanandhi,Vaanam Niram Maarum,Dhavani Kanavugal,https://www.youtube.com/watch?v=kwqvSU0evC0
Hamsanandhi,Vaazhkai Odam Sella,Aval Appadithaan (haunting tune this),https://www.youtube.com/watch?v=YiPrt7f1F_Y
Hamsanandhi,Vedham,Saagar Sangamam (Telugu),https://www.youtube.com/watch?v=nC_H-0NlNxo
Hamsanandhi,Vedham Anuvilum,Salangai Oli,https://www.youtube.com/watch?v=IcstA6Pal8A
Hamsanandhi,Vinnor Thozhulum Thiruvannamalai,Raajavin Ramanamalai,https://www.youtube.com/watch?v=wEE94JAuNL8
Harikhambhodhi,Aadi Pattam Thedi Paarthu,Ponnumani,https://www.youtube.com/watch?v=g68FlIgmFZM
Harikhambhodhi,Ada Pudhiyadhu Pirandhadhu,Thevar Magan,https://www.youtube.com/watch?v=0_omT4_3mGU
Harikhambhodhi,Andha Kattilukku,Chinna Vaathiyaar,https://www.youtube.com/watch?v=wj13XRpfiak&list=RDwj13XRpfiak&start_radio=1&pp=ygUnQW5kaGEgS2F0dGlsdWtrdSBmcm9tIENoaW5uYSBWYWF0aGl5YWFyoAcB
Harikhambhodhi,Deviyae Naan Saranam,Thanga Thaamaraigal,https://www.youtube.com/watch?v=hmr14McxFw8
Harikhambhodhi,Ennavendru Solvadhamma,Raajakumaran,https://www.youtube.com/watch?v=pm6EP-bIMIU
Harikhambhodhi,Guru Sharanam Sharanam,Guru (Malayalam) [Wholesome musicâ€¦Period !!],https://www.youtube.com/watch?v=gzVeMq86aOo&list=RDgzVeMq86aOo&start_radio=1&pp=ygUgR3VydSBTaGFyYW5hbSBTaGFyYW5hbSBmcm9tIEd1cnWgBwHSBwkJTQoBhyohjO8%3D
Harikhambhodhi,Kaana Karunkuyilae,Sedhu,https://www.youtube.com/watch?v=RVXQZ7QeLpo
Harikhambhodhi,Kalyana Mela Satham,Thambikku Entha Ooru,https://www.youtube.com/watch?v=7PMHmUlyBjA
Harikhambhodhi,Kangal Rendum Sandham Solla,Unakkagave Vaazhgiren (mind boggling strings work),https://www.youtube.com/watch?v=MeFsNbvhVR4&list=RDMeFsNbvhVR4&start_radio=1&pp=ygU2S2FuZ2FsIFJlbmR1bSBTYW5kaGFtIFNvbGxhIGZyb20gVW5ha2thZ2F2ZSBWYWF6aGdpcmVuoAcB
Harikhambhodhi,Kannu Pada Pogudhaiyya,Chinna Kounder,https://www.youtube.com/watch?v=HsgE8_1DTSU
Harikhambhodhi,Manasukkula Nayana Satham,Mallu Vetti Minor,https://www.youtube.com/watch?v=HYXYfbIoH-w
Harikhambhodhi,Manavaatti Penninnu,Kaliyoonjal (Malayalam),https://www.youtube.com/watch?v=9KFPxznx_fU
Harikhambhodhi,Mullai Arumbe,Thanikaatu Raja (Oh sweet honey this song),https://www.youtube.com/watch?v=5O63tVttZKA&list=RD5O63tVttZKA&start_radio=1&pp=ygUiTXVsbGFpIEFydW1iZSBmcm9tIFRoYW5pa2FhdHUgUmFqYaAHAQ%3D%3D
Harikhambhodhi,Naan Thaan Toppu,Thanikaatu Raja,https://www.youtube.com/watch?v=d0ZPICI3FME
Harikhambhodhi,Naan Yaaru Enakkedhum,Chinna Jamin (simple yet powerful tune),https://www.youtube.com/watch?v=pDu5JndaFps
Harikhambhodhi,Naane Naana Yaaro Dhaana,Azhaghe Unnai Aaradhikiren,https://www.youtube.com/watch?v=gsGgfs7Eu5o
Harikhambhodhi,Oru Kundu Malli,Avatharam,https://www.youtube.com/watch?v=0wN2OS7PPPE
Harikhambhodhi,Oru Naal Oru Kanavu,Kannukul Nilavu,https://www.youtube.com/watch?v=QIXHZOq7e5Y
Harikhambhodhi,Palaiyathu Ponnu Naanu,Rasukutty,https://www.youtube.com/watch?v=RNCJQ_EkyOU
Harikhambhodhi,Pattu Vanna Selaikaari,Engeyo Kaetta Kural,https://www.youtube.com/watch?v=YI4h9Hs-Pzg
Harikhambhodhi,Pazhamudhir Cholai,Varusham Padhinaaru,https://www.youtube.com/watch?v=6PIRjbAtONw
Harikhambhodhi,Ponnavani Poomuthe,Man Of The Match (Malayalam),https://www.youtube.com/watch?v=50m4VzTRmvs
Harikhambhodhi,Pottu Vaitha Oru Vatta Nila,Idhayam,https://www.youtube.com/watch?v=Sm-NNZ56vTw
Harikhambhodhi,Saandhu Pottu Oru Sandhana Pottu,Thevar Magan,https://www.youtube.com/watch?v=sw3SNDDv89Q
Harikhambhodhi,Santhosham Inru Santhosham,Manidhanin Marupakkam,https://www.youtube.com/watch?v=qOPDsKIo60k
Harikhambhodhi,Thandhen Thandhen Isai,Villupaatukkaaran,https://www.youtube.com/watch?v=qQQFr4Vb4mw
Harikhambhodhi,Thendral Varum Vazhiyai,Friends (Watch out for some Bahudhari touches !!),https://www.youtube.com/watch?v=d8X7WF06Q4E&list=RDd8X7WF06Q4E&start_radio=1&pp=ygUkVGhlbmRyYWwgVmFydW0gVmF6aGl5YWkgZnJvbSBGcmllbmRzoAcB
Harikhambhodhi,Yaarum Vilaiyaadum Thottam,Nadodi Thendral,https://www.youtube.com/watch?v=JDXBgp2cDq0
Harikhambhodhi,Yetham Amma Yetham,Ninaive Oru Sangheedham,https://www.youtube.com/watch?v=YQNAcYLQsJ0
Harikhambhodhi,Vaana Mazhai Pole,Idhu Namma Bhoomi (Mixes Ni3 / Desh touch?!),https://www.youtube.com/watch?v=M8pivbCxAIw&list=RDM8pivbCxAIw&start_radio=1&pp=ygUoVmFhbmEgTWF6aGFpIFBvbGUgZnJvbSBJZGh1IE5hbW1hIEJob29taaAHAQ%3D%3D
Harikhambhodhi,Vaangada,Komberi Mookan,https://www.youtube.com/watch?v=uaTHUc6hNyc
Hemabhushini,Karayaadha Manamum Undo,Varusham 16,https://www.youtube.com/watch?v=eMM1IBstnug
Hemavathi,Manam Poley Maangalyam,Pudhupatti Ponnuthaayi,https://www.youtube.com/watch?v=ghkByAsXCMo&list=RDghkByAsXCMo&start_radio=1&pp=ygUyTWFuYW0gUG9sZXkgTWFhbmdhbHlhbSBmcm9tIFB1ZGh1cGF0dGkgUG9ubnV0aGFheWmgBwE%3D
Hindolam,Aa Kanulalo,Aalapana (Telugu),https://www.youtube.com/watch?v=70-2kx44ZhQ
Hindolam,Aanandha Thenkaatru,Manipoor Maamiyaar,https://www.youtube.com/watch?v=zrLdZZwdK5w
Hindolam,Are Kamali Kamali Kamali,Boomi Geetha (Kannada),https://www.youtube.com/watch?v=XAc2c37CE60
Hindolam,Dharisanam Kidaikaatha,Alaigal Oiyvathilai,https://www.youtube.com/watch?v=8MjSRcz_6WU
Hindolam,Ellarukkum,Enna Petha Raasa,https://www.youtube.com/watch?v=vJk7KAb7Zd4
Hindolam,En Veettu Jannal,Raman Abdulla,https://www.youtube.com/watch?v=QodNZpcNYVg
Hindolam,Kanna Unai Thedugiraen Vaa,Unakkagave Vaazhgiren,https://www.youtube.com/watch?v=zzH3phZso1M
Hindolam,Kuppamma Petha Raasa,Alai Osai,https://www.youtube.com/watch?v=g9upD_BQiNI
Hindolam,Naan Aga Naan Illai,Thoongathe Thambi Thoongathe,https://www.youtube.com/watch?v=e-jm2nSkT94
Hindolam,Naan Thedum,Dharmapathini (Mixes Chandrakouns's Ni3),https://www.youtube.com/watch?v=f_ctlpBORA4
Hindolam,Nilave Nee Vara Vendum,En Arugil Nee Irundhal,https://www.youtube.com/watch?v=cUSIXg1QfjQ
Hindolam,Oh Janani En Suram Nee,Pudhiya Ragam,https://www.youtube.com/watch?v=MDN3KGYNcic
Hindolam,Om Namahshivaaya,Saagar Sangamam (Telugu),https://www.youtube.com/watch?v=5MmtjTfSi9A
Hindolam,Om Namahshivaaya,Salangai Oli,https://www.youtube.com/watch?v=n6ng8QV-3kY
Hindolam,Ooradungum Saamathile,Pudhupatti Ponnuthaayi,https://www.youtube.com/watch?v=d26xBG3rZeo
Hindolam,Rangulalo Kalavo,Abhinandana (Telugu),https://www.youtube.com/watch?v=zQ9Q3Gc0E-8
Hindolam,Saagarasangamame,Seethakoka Chilaka (Telugu),https://www.youtube.com/watch?v=58qltOKaNBY
Hindolam,Sreedevi En Vazhvil,illamai Kolam,https://www.youtube.com/watch?v=Q_8z66WWwqc
Hindolam,Solla Solla Enna Perumai,Ellam Inba Mayam,https://www.youtube.com/watch?v=YKgmZTUlC94
Hindolam,Unnal Mudiyum,Unnal Mudiyum Thambi,https://www.youtube.com/watch?v=8kdSkXZkoiY
Hindolam,Yaarodu Yaar,Thanga Thaamaraigal (Mixes Chandrakouns?),https://www.youtube.com/watch?v=mTDW2f4jX0A
Jhankaradhwani,Kanmaniye Pesu,Kaakhi Sattai (scant G2 usage),https://www.youtube.com/watch?v=Knd4T7xWfZI
Jog,Holi Holi Holi,Rasukutty,https://www.youtube.com/watch?v=bx7vLjXocKo
Jog,Isai Padu Nee,Isai Paadum Thendral,https://www.youtube.com/watch?v=VSfcieCqe9M
Jog,Kavidhai Kelungal,Punnagai Mannan (Jog is one of the ragas),https://www.youtube.com/watch?v=46M90s99kgA
Jog,Metti Oli Kaatrodu,Metti,https://www.youtube.com/watch?v=0F_K6INPSLg
Jog,Oh Kalai Kuyilgale,Unnai Vaazhthi Padugiren,https://www.youtube.com/watch?v=RRhWQedjW8w
Jog,Oru Pattaampoochi Nenjukkulle,Kaadhalukku Mariyaadhai,https://www.youtube.com/watch?v=iwHimudtlCU
Jog,Paadhi Kallil Mayakkam,Azhaghe Unnai Aaradhikiren,https://www.youtube.com/watch?v=jMtBCg6zfsE&list=RDjMtBCg6zfsE&start_radio=1&pp=ygU2UGFhZGhpIEthbGxpbCBNYXlha2thbSBmcm9tIEF6aGFnaGUgVW5uYWkgQWFyYWRoaWtpcmVuoAcB
Jog,Peygala Nambaatha,Mahanadhi,https://www.youtube.com/watch?v=Gyluj9vFQsw
Jog,Raagam Azhaithu Vantha Geetham,Kanmani Oru Kavithai (some dharbari touches),https://www.youtube.com/watch?v=EXhwNJAOiaY&list=RDEXhwNJAOiaY&start_radio=1&pp=ygU4UmFhZ2FtIEF6aGFpdGh1IFZhbnRoYSBHZWV0aGFtIGZyb20gS2FubWFuaSBPcnUgS2F2aXRoYWmgBwE%3D
Jog,Vanjikodi,Kanna Unai Thedugiren,https://www.youtube.com/watch?v=27rXlZfrBS0
Jog,Vatta Pandhai Thottu,Chinna Vaathiyaar,https://www.youtube.com/watch?v=FROvU1enzec
Jonpuri,S R2 M1 P D1 N2 S I S N2 D1 P M1 G2 R2 S,(Hindustani derivative from Asavari thaat),https://www.youtube.com/watch?v=HJ6mAagIfyc
Jonpuri,Dhegam Siragadikkum,Naane Raja Naane Manthiri,https://www.youtube.com/watch?v=rJ0VYhVdAa4
Jonpuri,Enakku Piditha Padal,Julee Ganapathy,https://www.youtube.com/watch?v=lY4NDcECw-0
Jonpuri,Engengu Nee Sendra Podhum,Ninaikka Therindha Manamae,https://www.youtube.com/watch?v=x_WBYJQ0cqE
Kanada,Marugo Marugo,Sathi Leelavathi,https://www.youtube.com/watch?v=NHDflWUEyoY
Kanada,Poomaalai,Sindhu Bhairavi,https://www.youtube.com/watch?v=zo2EMRGhY08
Kaapi,Ada Maapila Summa Moraikkadha,Siva (versatile use of a gamakkam prone raga!!),https://www.youtube.com/watch?v=mg1ZhbUKUIM&list=RDmg1ZhbUKUIM&start_radio=1&pp=ygUnQWRhIE1hYXBpbGEgU3VtbWEgTW9yYWlra2FkaGEgZnJvbSBTaXZhoAcB0gcJCU0KAYcqIYzv
Kaapi,Chembaruthi Poovu,Chembaruthi,https://www.youtube.com/watch?v=7jAb8l5lI6M
Kaapi,Chinna Chinna Malar Ondru,Kavalai Padathe Sagodhara,https://www.youtube.com/watch?v=K3NUAjwv-oE
Kaapi,Chinna Thaayaval,Thalapathi,https://www.youtube.com/watch?v=mHdkX_1hH9A
Kaapi,Ennuyir Neethaanae,Priya (piloo touch?),https://www.youtube.com/watch?v=qalsqe6qarU&list=RDqalsqe6qarU&start_radio=1&pp=ygUdRW5udXlpciBOZWV0aGFhbmFlIGZyb20gUHJpeWGgBwE%3D
Kaapi,Ganashama Vrindhavanyam,Kochu Kochu Santhoshangal (Malayalam) [God's own tune],https://www.youtube.com/watch?v=YiPrt7f1F_Y
Kaapi,Hey Paadal Onru,Priya (piloo touch?),https://www.youtube.com/watch?v=d79oUMI5QU8&list=RDd79oUMI5QU8&start_radio=1&pp=ygUaSGV5IFBhYWRhbCBPbnJ1IGZyb20gUHJpeWGgBwHSBwkJTQoBhyohjO8%3D
Kaapi,Kannan Vandhadhaalae Nanmai Vandhadhu,Thambi Pondatti,https://www.youtube.com/watch?v=XFXfpKe4Xoo
Kaapi,Kanne Kalaimaane,Moondram Pirai,https://www.youtube.com/watch?v=rtgU6lIBz5A
Kaapi,Oranjaram Usharaiyya,"Kakai Chiraginile (Mixes ""Desh"" in charanams)",https://www.youtube.com/watch?v=C4fSyFptR94&list=RDC4fSyFptR94&start_radio=1&pp=ygUrT3JhbmphcmFtIFVzaGFyYWl5eWEgZnJvbSBLYWthaSBDaGlyYWdpbmlsZaAHAQ%3D%3D
Kaapi,Saami Kitta Solli Vachu,Aavaaram Poo (subtle usage of the raga),https://www.youtube.com/watch?v=w1Y32wFDXlE
Kaapi,Sangathil Paadatha Kavigal,Auto Raja,https://www.youtube.com/watch?v=Yk9laSTdKgA
Kaapi,Sirithal Sirippen Aval Oru Rajakumari,Mariamman Thiruvizha,https://www.youtube.com/watch?v=Jd5Jc6gX8qI
Kaapi,Sugamo Aayiram,Thunaiyiruppal Meenakshi,https://www.youtube.com/watch?v=IwicEdF583Y
Kaapi,Summaa Saayaka,Kochu Kochu Santhoshangal (Malayalam),https://www.youtube.com/watch?v=dIEuwAtabyw
Kaapi,Sunu oh yashodha,Live in Italy - ilaiyaraaja's music journey,https://www.youtube.com/watch?v=h2_UooGjisU
Kaapi,Thanni Thotti,Sindhu Bhairavi,https://www.youtube.com/watch?v=4mN-WJIN4Kc
Kaapi,Thayum Naane Thanga Ila Maane,Engeyo Kaeta Kural,https://www.youtube.com/watch?v=gBxcD_FZM34
Kaapi,Thumbee Vaa,Olangal (Malayalam),https://www.youtube.com/watch?v=BtAoUN0-yxg
Kaapi,Yenaava,Sankeerthana (Telugu),https://www.youtube.com/watch?v=ahhokRTo9tQ
Kadhambini,Vellai Nirathoru,Ennai Vittu Pogaadhe,https://www.youtube.com/watch?v=EFy5-9IPpXU
Kalasaveri,Neeya Azhaithadhu,Alai Osai,https://www.youtube.com/watch?v=f7tKm8UOMws
Kalasaveri,Sandi Raaniye,Mannan (trace mix of D1 / M1),https://www.youtube.com/watch?v=CTkAgubn7sw&list=RDCTkAgubn7sw&start_radio=1&pp=ygUZU2FuZGkgUmFhbml5ZSBmcm9tIE1hbm5hbqAHAQ%3D%3D
Kalyana Vasandham,Nenjil Ulla Kayam Onru,Rishimoolam,https://www.youtube.com/watch?v=JKuFZTwWYZg
Kalyani,Aaraaro Aararo,Anand,https://www.youtube.com/watch?v=KuDRatdvspw
Kalyani,Adhisaya Nadam Idum Abhinaya Saraswathiyo,Sirayil Pootha Chinna Malar,https://www.youtube.com/watch?v=oX_XeyxsUJw
Kalyani,Akkuthikkuthaana Vaayo,Kaliyoonjal (Malayalam),https://www.youtube.com/watch?v=CbSijGLUz0g
Kalyani,Amma Endrazhaikkatha,Mannan,https://www.youtube.com/watch?v=y3wr_zyXAKA
Kalyani,Arul Thavazhum,Guru Ramana Geetham,https://www.youtube.com/watch?v=3TQMNqFNtF8
Kalyani,Chamber Welcomes Thiyagaraja,How to Name It,https://www.youtube.com/watch?v=5GHF9ZufJ2c
Kalyani,Charanam Bhava Karunamayi,Sedhu (some deviations in charanams),https://www.youtube.com/watch?v=7IOezEwepig&list=RD7IOezEwepig&start_radio=1&pp=ygUkQ2hhcmFuYW0gQmhhdmEgS2FydW5hbWF5aSBmcm9tIFNlZGh1oAcB0gcJCU0KAYcqIYzv
Kalyani,Dhevan Thandha Veenai,Unnai Naan Sandhithen (few anya swaras in Ist para),https://www.youtube.com/watch?v=heqFEdSfb3U&list=RDheqFEdSfb3U&start_radio=1&pp=ygUwRGhldmFuIFRoYW5kaGEgVmVlbmFpIGZyb20gVW5uYWkgTmFhbiBTYW5kaGl0aGVuoAcB
Kalyani,Ennai Oruvan Paada Sonnan,Kumbakarai Thangaiyya,https://www.youtube.com/watch?v=xWLgke0ZCRY
Kalyani,ila Vattam Kaetkattum,My Dear Maarthaandan (vintage raja number),https://www.youtube.com/watch?v=VDBU7I7eaWI&list=RDVDBU7I7eaWI&start_radio=1&pp=ygUvaWxhIFZhdHRhbSBLYWV0a2F0dHVtIGZyb20gTXkgRGVhciBNYWFydGhhYW5kYW6gBwE%3D
Kalyani,Janani Janani,Thai Moogambigai (bet there isn't a better kalyani song),https://www.youtube.com/watch?v=7X8XK3E6QLY
Kalyani,Kaatril Varum Geedhamae,Oru Naal Oru Kanavu (! Yet another massive kalyani),https://www.youtube.com/watch?v=fUhyo2Dhivw&list=RDfUhyo2Dhivw&start_radio=1&pp=ygUwS2FhdHJpbCBWYXJ1bSBHZWVkaGFtYWUgZnJvbSBPcnUgTmFhbCBPcnUgS2FuYXZ1oAcB
Kalyani,Kalaivaaniye,Sindhu Bhairavi,https://www.youtube.com/watch?v=k8ch1x-Z2tE
Kalyani,Konjam Sangeedham Kattru Thaa,Veetula Visheshanga (the charanams are a feast in kalyani),https://www.youtube.com/watch?v=F5Ww2xqgkK0&list=RDF5Ww2xqgkK0&start_radio=1&pp=ygU2S29uamFtIFNhbmdlZWRoYW0gS2F0dHJ1IFRoYWEgZnJvbSBWZWV0dWxhIFZpc2hlc2hhbmdhoAcB
Kalyani,Kottaara kettile,Friends (Malayalam),https://www.youtube.com/watch?v=Tajf3F6eb1o
Kalyani,Malayoram Mayile,Oruvar Vaazhum Aalayam,https://www.youtube.com/watch?v=fdA6QpqDe2g
Kalyani,Mandhaara Poo,Vinodhayathra (Malayalam),https://www.youtube.com/watch?v=aA1NU9FCdok
Kalyani,Manjal Veyil,Nandu,https://www.youtube.com/watch?v=9Q7dLE-RixI
Kalyani,Naan Enbathu Nee Allavo,Soorasamhaaram,https://www.youtube.com/watch?v=a57ARI9Tmuo
Kalyani,Naan Paada Varuvaai,Udiri Pookal,https://www.youtube.com/watch?v=wkSDLaRgH4U&list=RDwkSDLaRgH4U&start_radio=1&pp=ygUlTmFhbiBQYWFkYSBWYXJ1dmFhaSBmcm9tIFVkaXJpIFBvb2thbKAHAQ%3D%3D
Kalyani,Nadhiyil Aadum,Kaadhal Oviyam,https://www.youtube.com/watch?v=0q7RAnfUY0c
Kalyani,Nirpathuve Nadapathuve,Bharathi,https://www.youtube.com/watch?v=84KN3uvBnFE
Kalyani,Om Namo Nama,Surya IPS (Telugu),https://www.youtube.com/watch?v=iuUbd1o5PY0
Kalyani,Poonkattinodum,Poomukhappadiyil Ninneyum Kaathu (Malayalam),https://www.youtube.com/watch?v=ADU0B95tbvo
Kalyani,Poovadikalil Alayum,Vyamoham,https://www.youtube.com/watch?v=12WmeEKcu1w
Kalyani,Radha Azhaikiral,Therkkathi Kallan,https://www.youtube.com/watch?v=tZmO8mJ0wOg
Kalyani,Siru Kootula Ulla Kuyilukku,Paandi Naatu Thangam,https://www.youtube.com/watch?v=tRaq7Y1AO_k
Kalyani,Sundari Kannal Oru Seidhi,Thalabadhi (Blends raga Kosalam - R3 usage),https://www.youtube.com/watch?v=70YWvfHvcLg
Kalyani,Suramodhamu,Aditya-369 (Telugu),https://www.youtube.com/watch?v=dDOCDj8xbUw
Kalyani,Thalaatum Kaatre,Devan,https://www.youtube.com/watch?v=Om5J1YdmpTo
Kalyani,Unnai Naan Parkaiyil,Kannukoru Vannakili (shows many janya characteristics),https://www.youtube.com/watch?v=AxWJfg7CNVw&list=RDAxWJfg7CNVw&start_radio=1&pp=ygUtVW5uYWkgTmFhbiBQYXJrYWl5aWwgZnJvbSBLYW5udWtvcnUgVmFubmFraWxpoAcB0gcJCU0KAYcqIYzv
Kalyani,Va Kathirukka Neramillai,Kathirukka Neramillai,https://www.youtube.com/watch?v=wFxDbYagP2o
Kalyani,Vaidhehi Raman,Ilamai Kolangal,https://www.youtube.com/watch?v=16uyhVxGthE
Kalyani,Vaishnava Janatho,Hey Ram,https://www.youtube.com/watch?v=_gq5rG8tIYQ
Kalyani,Vandhal Mahalaxmiye,Uyarndha Ullam,https://www.youtube.com/watch?v=QL17_yQOnao
Kalyani,Vellai Pura Ondru,Pudhu Kavidhai,https://www.youtube.com/watch?v=umZVTkXOiMM
Kalyani,Vizhigal Meeno Mozhigal Theno,Raagangal Maaruvadhillai,https://www.youtube.com/watch?v=fH0BAGlFBNM
Kalyani,Vizhiyae Vilakondru Yaetru,Thazhuvaadha Kaigal,https://www.youtube.com/watch?v=HsOF8sztYyY
Kanakangi,Mogam Enum Thee,Sindhu Bhairavi (bending an un-bendable / stiff scale),https://www.youtube.com/watch?v=oIWEsvv_ZIg&list=RDoIWEsvv_ZIg&start_radio=1&pp=ygUkTW9nYW0gRW51bSBUaGVlIGZyb20gU2luZGh1IEJoYWlyYXZpoAcB
Karaharapriya,Aanenna Pennenna,Dharmadurai,https://www.youtube.com/watch?v=24JS9NAhB8k
Karaharapriya,Adukku Malli,Aavaram Poo,https://www.youtube.com/watch?v=Ptey-p4dgW0
Karaharapriya,Anandham Pongida Pongida,Sirayil Pootha Chinna Malar,https://www.youtube.com/watch?v=tUrDXymrsWc
Karaharapriya,Enga Ooru Kavakaara,Enga Ooru Kavalkaaran (brings out folk face of the raga),https://www.youtube.com/watch?v=wcOGB6Mlvu4&list=RDwcOGB6Mlvu4&start_radio=1&pp=ygUuRW5nYSBPb3J1IEthdmFrYWFyYSBmcm9tIEVuZ2EgT29ydSBLYXZhbGthYXJhbqAHAQ%3D%3D
Karaharapriya,Ilangaathu Veesudhe,Pithamagan,https://www.youtube.com/watch?v=0M8PKEeYkB8
Karaharapriya,Kadalora Kavidhaiye,Chinnavar,https://www.youtube.com/watch?v=Ywnay3y9JTM
Karaharapriya,Maapillaikki Kaalai Vayasu,Netrikkan,https://www.youtube.com/watch?v=LDvpzNFzQaY
Karaharapriya,Maalai karukalil Solai Karunkuyil,Neethiyin Marupakkam (touches g3 and ni3),https://www.youtube.com/watch?v=sjcQ_6vySmg
Karaharapriya,Olathumbathu,Pappayude Swantham Appoose (Malayalam),https://www.youtube.com/watch?v=ojq1lfuzcjg
Karaharapriya,Orae Oru Gramathilae,Orae Oru Gramathilae,https://www.youtube.com/watch?v=QJiUj4Gl4IQ
Karaharapriya,Poo Malarnthida Nadamidum Pon Mayile,Tik Tik Tik,https://www.youtube.com/watch?v=6FDtJHWURI8
Karaharapriya,Poongatru Thirumbuma,Mudhal Mariyaadhai,https://www.youtube.com/watch?v=nyJQKjTeDKY
Karaharapriya,Thaana Vantha Santhaname,Ooru Vittu Ooru Vanthu (You Couldnâ€™t Ask for More),https://www.youtube.com/watch?v=K5q2POSN_5k&list=RDK5q2POSN_5k&start_radio=1&pp=ygU0VGhhYW5hIFZhbnRoYSBTYW50aGFuYW1lIGZyb20gT29ydSBWaXR0dSBPb3J1IFZhbnRodaAHAQ%3D%3D
Karaharapriya,Thalaattu Maari Ponadhe,Unnai Naan Sandhithen,https://www.youtube.com/watch?v=_92hXKCoR0U
Karaharapriya,Thirunaveli Seemayile,Thirunelveli,https://www.youtube.com/watch?v=56WaOHjklaA
